question,answer,nhops,base_question,cypher,neo4j_response,evaluation,evaluation_error
who are the directors of the movies written by the writer of [The Witches],Tony Richardson|Val Guest|Herbert Wise|Tim Burton|Nathan Juran|Danny DeVito|James Watkins|Ken Hughes|Lewis Gilbert|Wes Anderson|Henry Selick|George Seaton|John Ford,3,who are the directors of the movies written by the writer of [],"
MATCH (w:`writer`)<-[:written_by]-(m:`movie` {name: 'The Witches'})-[:written_by]->(w2:`writer`)<-[:written_by]-(m2:`movie`)-[:directed_by]->(d:`director`)
RETURN d LIMIT 200
","[{'d': 'Val Guest'}, {'d': 'Herbert Wise'}, {'d': 'James Watkins'}, {'d': 'Tony Richardson'}, {'d': 'Val Guest'}, {'d': 'Nathan Juran'}, {'d': 'Lewis Gilbert'}, {'d': 'Tim Burton'}, {'d': 'Danny DeVito'}, {'d': 'Wes Anderson'}, {'d': 'George Seaton'}, {'d': 'Ken Hughes'}, {'d': 'Henry Selick'}, {'d': 'John Ford'}, {'d': 'Lewis Gilbert'}, {'d': 'Tim Burton'}, {'d': 'Danny DeVito'}, {'d': 'Wes Anderson'}, {'d': 'George Seaton'}, {'d': 'Ken Hughes'}, {'d': 'Henry Selick'}, {'d': 'John Ford'}, {'d': 'Val Guest'}, {'d': 'Herbert Wise'}, {'d': 'James Watkins'}, {'d': 'Tony Richardson'}, {'d': 'Val Guest'}, {'d': 'Nathan Juran'}]",matched,
who are the writers that the directors of their films also directed [Rampart],Oren Moverman|Alessandro Camon,3,who are the writers that the directors of their films also directed [],"
MATCH (w:`writer`)<-[:written_by]-(m:`movie`)-[:directed_by]->(d:`director`)<-[:directed_by]-(m2:`movie` {name: 'Rampart'}) 
RETURN w  
","[{'w': 'Alessandro Camon'}, {'w': 'Oren Moverman'}]",matched,
the films that share actors with the film [Planet 51] were in which genres,Mystery|Romance|Family|Horror|Crime|Drama|Fantasy|Animation|Adventure|Action|Comedy|Thriller,3,the films that share actors with the film [] were in which genres,"
MATCH (g:`genre`)<-[:has_genre]-(m:`movie`)-[:starred_actors]->(:`actor`)<-[:starred_actors]-(m2:`movie` {name: 'Planet 51'}) 
WHERE m <> m2 
RETURN g LIMIT 200
","[{'g': 'Mystery'}, {'g': 'Comedy'}, {'g': 'Comedy'}, {'g': 'Animation'}, {'g': 'Comedy'}, {'g': 'Comedy'}, {'g': 'Comedy'}, {'g': 'Fantasy'}, {'g': 'Adventure'}, {'g': 'Comedy'}, {'g': 'Comedy'}, {'g': 'Comedy'}, {'g': 'Comedy'}, {'g': 'Drama'}, {'g': 'Comedy'}, {'g': 'Adventure'}, {'g': 'Animation'}, {'g': 'Comedy'}, {'g': 'Action'}, {'g': 'Drama'}, {'g': 'Crime'}, {'g': 'Drama'}, {'g': 'Comedy'}, {'g': 'Romance'}, {'g': 'Action'}, {'g': 'Family'}, {'g': 'Comedy'}, {'g': 'Action'}, {'g': 'Comedy'}, {'g': 'Comedy'}, {'g': 'Drama'}, {'g': 'Comedy'}, {'g': 'Drama'}, {'g': 'Drama'}, {'g': 'Action'}, {'g': 'Comedy'}, {'g': 'Thriller'}, {'g': 'Action'}, {'g': 'Action'}, {'g': 'Crime'}, {'g': 'Thriller'}, {'g': 'Crime'}, {'g': 'Animation'}, {'g': 'Action'}, {'g': 'Drama'}, {'g': 'Thriller'}, {'g': 'Horror'}, {'g': 'Action'}, {'g': 'Comedy'}, {'g': 'Action'}, {'g': 'Drama'}, {'g': 'Thriller'}, {'g': 'Thriller'}, {'g': 'Action'}, {'g': 'Crime'}, {'g': 'Comedy'}, {'g': 'Action'}]",matched,
the movies that share actors with the movie [Union Pacific] were in which genres,Mystery|Drama|Horror|Crime|Romance|Western|Comedy|War|Thriller|Adventure,3,the movies that share actors with the movie [] were in which genres,"
MATCH (g:`genre`)<-[:has_genre]-(m:`movie`)-[:starred_actors]->(:`actor`)<-[:starred_actors]-(m2:`movie` {name: 'Union Pacific'}) 
WHERE m <> m2 
RETURN g LIMIT 200
","[{'g': 'Western'}, {'g': 'Comedy'}, {'g': 'Adventure'}, {'g': 'Drama'}, {'g': 'Comedy'}, {'g': 'Western'}, {'g': 'Romance'}, {'g': 'Western'}, {'g': 'Adventure'}, {'g': 'Drama'}, {'g': 'Western'}, {'g': 'War'}, {'g': 'Thriller'}, {'g': 'Comedy'}, {'g': 'Drama'}, {'g': 'Drama'}, {'g': 'Horror'}, {'g': 'Crime'}, {'g': 'Drama'}, {'g': 'Drama'}, {'g': 'Comedy'}, {'g': 'Western'}, {'g': 'War'}, {'g': 'Drama'}, {'g': 'Western'}, {'g': 'Comedy'}, {'g': 'Drama'}, {'g': 'Western'}, {'g': 'Drama'}, {'g': 'Drama'}, {'g': 'Drama'}, {'g': 'Comedy'}, {'g': 'Mystery'}, {'g': 'Comedy'}, {'g': 'Drama'}, {'g': 'Thriller'}, {'g': 'Comedy'}, {'g': 'Drama'}, {'g': 'Comedy'}, {'g': 'Mystery'}, {'g': 'Western'}, {'g': 'Western'}, {'g': 'Comedy'}, {'g': 'Western'}, {'g': 'Comedy'}, {'g': 'Drama'}, {'g': 'Drama'}, {'g': 'Drama'}, {'g': 'Drama'}, {'g': 'Drama'}, {'g': 'Drama'}, {'g': 'Drama'}, {'g': 'Mystery'}, {'g': 'Crime'}, {'g': 'Drama'}, {'g': 'Drama'}, {'g': 'Drama'}, {'g': 'Crime'}, {'g': 'Drama'}, {'g': 'Crime'}, {'g': 'Drama'}, {'g': 'Comedy'}, {'g': 'Drama'}, {'g': 'Drama'}]",matched,
what are the languages spoken in the films whose actors also appear in [Fifty Dead Men Walking],German|Polish|Spanish|French|English,3,what are the languages spoken in the films whose actors also appear in [],"
MATCH (l:`language`)<-[:in_language]-(m:`movie`)-[:starred_actors]->(:`actor`)<-[:starred_actors]-(m2:`movie` {name: 'Fifty Dead Men Walking'}) 
WHERE m <> m2 
RETURN l LIMIT 200
","[{'l': 'Spanish'}, {'l': 'French'}, {'l': 'Polish'}, {'l': 'German'}, {'l': 'Spanish'}, {'l': 'English'}]",matched,
what types are the films directed by the director of [De Dana Dan],Action,3,what types are the films directed by the director of [],"
MATCH (m:`movie` {name: 'De Dana Dan'})-[:directed_by]->(d:`director`)<-[:directed_by]-(m2:`movie`)-[:has_genre]->(g:`genre`)
RETURN g LIMIT 200
",[{'g': 'Action'}],matched,
who is listed as screenwriter of the movies directed by the [Careless Love] director,Naomi Wallace|Dick Christie|John Duigan,3,who is listed as screenwriter of the movies directed by the [] director,"
MATCH (d:`director`)<-[:directed_by]-(m:`movie` {name: 'Careless Love'})-[:written_by]->(w:`writer`) RETURN w  
",[{'w': 'John Duigan'}],unmatched,
the films that share directors with the film [Mannequin] were in which genres,Drama|War|Romance|Western|Comedy|Musical|Adventure,3,the films that share directors with the film [] were in which genres,"
MATCH (g:`genre`)<-[:has_genre]-(m:`movie`)-[:directed_by]->(:`director`)<-[:directed_by]-(m2:`movie` {name: 'Mannequin'}) 
WHERE m <> m2 
RETURN g LIMIT 200
","[{'g': 'Comedy'}, {'g': 'Drama'}, {'g': 'Drama'}, {'g': 'Musical'}, {'g': 'Western'}, {'g': 'Drama'}, {'g': 'Romance'}, {'g': 'War'}, {'g': 'Drama'}, {'g': 'Drama'}, {'g': 'Drama'}, {'g': 'Musical'}, {'g': 'Adventure'}, {'g': 'Romance'}]",matched,
who are the actors in the films directed by the director of [Castle on the Hudson],Bette Davis|Jason Robards|Yul Brynner|Anthony Perkins|Charles Boyer|Barbara Bel Geddes|Danielle Darrieux|Betty Field|John Garfield|Ida Lupino|Jessie Royce Landis|Ann Sheridan|Burt Lancaster|Joan Fontaine|Omar Sharif|Ann Dvorak|Helen Hayes|Lloyd Nolan|Priscilla Lane|Meg Ryan|Catherine Deneuve|Olivia de Havilland|Barbara Stanwyck|John Cusack|Richard Whorf|Jeffrey Lynn|Richard Basehart|James Cagney|Mark Stevens|Kelsey Grammer|Tyrone Power|Yves Montand|Oskar Werner|Barbara O'Neil|Celeste Holm|Vincent Price|James Mason|Thomas Mitchell|Donald Pleasence|Claire Trevor|Ingrid Bergman|Leo Genn|Ava Gardner|Christopher Lloyd|Edward G. Robinson|Peter O'Toole|Humphrey Bogart|Deborah Kerr|Henry Fonda|Tom Courtenay,3,who are the actors in the films directed by the director of [],"
MATCH (m:`movie` {name: 'Castle on the Hudson'})-[:directed_by]->(d:`director`)<-[:directed_by]-(m2:`movie`)-[:starred_actors]->(a:`actor`) 
RETURN a LIMIT 200
","[{'a': 'Ann Dvorak'}, {'a': 'Barbara Bel Geddes'}, {'a': 'Vincent Price'}, {'a': 'Henry Fonda'}, {'a': 'Deborah Kerr'}, {'a': 'Yul Brynner'}, {'a': 'Jason Robards'}, {'a': 'Jeffrey Lynn'}, {'a': 'Charles Boyer'}, {'a': ""Barbara O'Neil""}, {'a': 'Bette Davis'}, {'a': 'Ida Lupino'}, {'a': 'John Garfield'}, {'a': 'Thomas Mitchell'}, {'a': 'Yves Montand'}, {'a': 'Jessie Royce Landis'}, {'a': 'Anthony Perkins'}, {'a': 'Ingrid Bergman'}, {'a': 'Claire Trevor'}, {'a': 'Edward G. Robinson'}, {'a': 'Humphrey Bogart'}, {'a': 'Ava Gardner'}, {'a': 'Omar Sharif'}, {'a': 'Catherine Deneuve'}, {'a': 'James Mason'}, {'a': 'Charles Boyer'}, {'a': 'Danielle Darrieux'}, {'a': 'Helen Hayes'}, {'a': 'Yul Brynner'}, {'a': 'Ingrid Bergman'}, {'a': 'Kelsey Grammer'}, {'a': 'Meg Ryan'}, {'a': 'Christopher Lloyd'}, {'a': 'John Cusack'}, {'a': 'Tom Courtenay'}, {'a': 'Omar Sharif'}, {'a': ""Peter O'Toole""}, {'a': 'Donald Pleasence'}, {'a': 'Tyrone Power'}, {'a': 'Joan Fontaine'}, {'a': 'Thomas Mitchell'}, {'a': 'Richard Whorf'}, {'a': 'Lloyd Nolan'}, {'a': 'Betty Field'}, {'a': 'Priscilla Lane'}, {'a': 'Ann Sheridan'}, {'a': 'James Cagney'}, {'a': 'Mark Stevens'}, {'a': 'Leo Genn'}, {'a': 'Olivia de Havilland'}, {'a': 'Celeste Holm'}, {'a': 'Oskar Werner'}, {'a': 'Richard Basehart'}, {'a': 'Barbara Stanwyck'}, {'a': 'Burt Lancaster'}]",matched,
when did the movies starred by [A Soldier's Tale] actors release,1986|1990|1993|1992|1995|1994|1987|1999|2002|2006|2005,3,when did the movies starred by [] actors release,"
MATCH (y:`year`)<-[:release_year]-(m:`movie`)-[:starred_actors]->(:`actor`)<-[:starred_actors]-(m2:`movie` {name: ""A Soldier's Tale""}) 
RETURN y LIMIT 200
","[{'y': '2005'}, {'y': '1992'}, {'y': '1987'}, {'y': '1999'}, {'y': '2002'}, {'y': '1986'}, {'y': '1994'}, {'y': '1993'}, {'y': '1994'}, {'y': '2006'}, {'y': '1995'}, {'y': '1990'}, {'y': '1999'}]",matched,
the films that share actors with the film [Whiteout] are written by who,Melissa Goddard|Stephen King|Katt Shea|Richard Friedenberg|David Gordon Green|Tonino Guerra|Norman Maclean|Ronald Shusett|Arthur Laurents|George Gallo|Kurt Wimmer|Joss Whedon|Frank Miller|Marc Norman|John Logan|James Herbert|Dan O'Bannon|Marc Klein|Lewis Gilbert|Edgar Allan Poe|Jim McBride|Jeffrey Boam|William Shakespeare|Lisa Cholodenko|Andrew Davies|Massimo De Rita|Randall Wallace|Karen Moncrieff|Stewart O'Nan|Giuseppe Tornatore|Gary Lundgren|Richard Hooker|Andy Weiss|Stella Gibbons|Ernest K. Gann|Len Wiseman|Philip K. Dick|James Twyman|Gary Goldman|Steve Koren|Douglas McGrath|Mark O'Keefe|Mark Bomback|Jon Povill|Will Eisner|Ring Lardner Jr.|Jane Austen|Andy Ruben|Whit Stillman|Garry Marshall|Stephen Sommers|Kenneth Branagh|Kirk Jones,3,the films that share actors with the film [] are written by who,"
MATCH (w:`writer`)<-[:written_by]-(m:`movie`)-[:starred_actors]->(:`actor`)<-[:starred_actors]-(m2:`movie` {name: 'Whiteout'}) 
WHERE m <> m2 
RETURN w LIMIT 200
","[{'w': 'Will Eisner'}, {'w': 'Frank Miller'}, {'w': 'Andy Weiss'}, {'w': 'George Gallo'}, {'w': 'Garry Marshall'}, {'w': 'Ronald Shusett'}, {'w': ""Dan O'Bannon""}, {'w': 'Richard Hooker'}, {'w': 'Ring Lardner Jr.'}, {'w': 'Norman Maclean'}, {'w': 'Richard Friedenberg'}, {'w': 'Arthur Laurents'}, {'w': 'Gary Lundgren'}, {'w': 'James Twyman'}, {'w': 'Katt Shea'}, {'w': 'Andy Ruben'}, {'w': 'Melissa Goddard'}, {'w': 'Jeffrey Boam'}, {'w': 'Stephen King'}, {'w': 'Stephen Sommers'}, {'w': 'Edgar Allan Poe'}, {'w': 'Kenneth Branagh'}, {'w': 'William Shakespeare'}, {'w': 'Joss Whedon'}, {'w': 'Marc Klein'}, {'w': 'Stella Gibbons'}, {'w': 'Whit Stillman'}, {'w': 'Randall Wallace'}, {'w': ""Stewart O'Nan""}, {'w': 'David Gordon Green'}, {'w': 'John Logan'}, {'w': 'Ernest K. Gann'}, {'w': 'Marc Norman'}, {'w': 'Jon Povill'}, {'w': 'Gary Goldman'}, {'w': 'Philip K. Dick'}, {'w': 'Ronald Shusett'}, {'w': ""Dan O'Bannon""}, {'w': 'Kurt Wimmer'}, {'w': 'Mark Bomback'}, {'w': 'Lisa Cholodenko'}, {'w': 'Len Wiseman'}, {'w': 'Lewis Gilbert'}, {'w': 'James Herbert'}, {'w': 'Jim McBride'}, {'w': 'Douglas McGrath'}, {'w': 'Jane Austen'}, {'w': 'Andrew Davies'}, {'w': 'Massimo De Rita'}, {'w': 'Tonino Guerra'}, {'w': 'Giuseppe Tornatore'}, {'w': 'Kirk Jones'}, {'w': ""Mark O'Keefe""}, {'w': 'Steve Koren'}, {'w': 'Karen Moncrieff'}]",matched,
what genres do the movies that share actors with [Another Year] fall under,Drama|History|Comedy|Animation|Crime,3,what genres do the movies that share actors with [] fall under,"
MATCH (g:`genre`)<-[:has_genre]-(m:`movie`)-[:starred_actors]->(:`actor`)<-[:starred_actors]-(m2:`movie` {name: 'Another Year'}) 
WHERE m <> m2 
RETURN g LIMIT 200
","[{'g': 'Comedy'}, {'g': 'Drama'}, {'g': 'Comedy'}, {'g': 'Drama'}, {'g': 'Crime'}, {'g': 'Drama'}, {'g': 'Comedy'}, {'g': 'Drama'}, {'g': 'Animation'}, {'g': 'Comedy'}, {'g': 'Drama'}, {'g': 'History'}, {'g': 'Drama'}]",matched,
what genres are the films directed by the [Two Hands] director,Thriller,3,what genres are the films directed by the [] director,,[],error,"Traceback (most recent call last):
  File ""C:\Users\milishah\AppData\Local\Temp\ipykernel_21348\1793241463.py"", line 8, in _correct_row
    row[""neo4j_response""] = query_neo4j_with_cypher(row[""cypher""], None, KG)
                            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""c:\Users\milishah\projects\AS.Explorations\cypher-generation\prepare_evaluation_metaqa.py"", line 82, in query_neo4j_with_cypher
    parsed_neo4j_response = parse_neo4j_response_dict5(neo4j_response)
                            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""c:\Users\milishah\projects\AS.Explorations\cypher-generation\neo4j_processors\neo4j_parsers.py"", line 157, in parse_neo4j_response_dict5
    for record in response:
TypeError: 'NoneType' object is not iterable
"
who directed films for the writer of [Interiors],Martin Scorsese|Marco Martins|Herbert Ross|Woody Allen|Penny Panayotopoulou|Francis Ford Coppola|Howard Morris,3,who directed films for the writer of [],"
MATCH (w:`writer`)<-[:written_by]-(m:`movie` {name: 'Interiors'})-[:directed_by]->(d:`director`) RETURN d  
",[{'d': 'Woody Allen'}],unmatched,
what are the primary languages in the films written by the screenwriter of [Police],French|English,3,what are the primary languages in the films written by the screenwriter of [],"
MATCH (m:`movie` {name: 'Police'})-[:written_by]->(w:`writer`)<-[:written_by]-(m2:`movie`)-[:in_language]->(l:`language`) 
RETURN l LIMIT 200
","[{'l': 'French'}, {'l': 'French'}, {'l': 'French'}, {'l': 'French'}, {'l': 'French'}, {'l': 'French'}, {'l': 'French'}, {'l': 'French'}, {'l': 'French'}, {'l': 'French'}, {'l': 'English'}]",matched,
who are the actors in the movies written by the writer of [A Single Girl],Isabelle Huppert|Virginie Ledoyen|Léa Seydoux|Diane Kruger|Jeanne Moreau,3,who are the actors in the movies written by the writer of [],"
MATCH (w:`writer`)<-[:written_by]-(m:`movie` {name: 'A Single Girl'})-[:written_by]->(w)<-[:written_by]-(m2:`movie`)-[:starred_actors]->(a:`actor`)
RETURN a  
",[],unmatched,
what are the languages spoken in the movies whose writers also wrote [Godzilla],German,3,what are the languages spoken in the movies whose writers also wrote [],"
MATCH (w:`writer`)<-[:written_by]-(m:`movie` {name: 'Godzilla'})-[:written_by]->(w)<-[:written_by]-(m2:`movie`)-[:in_language]->(l:`language`)
RETURN l  
",[],unmatched,
who starred films for the screenwriter of [Lulu on the Bridge],Roseanne Barr|Lou Reed|James Spader|Michael J. Fox|Harvey Keitel|Mandy Patinkin|Mel Gorham,3,who starred films for the screenwriter of [],"
MATCH (w:`writer`)<-[:written_by]-(m:`movie` {name: 'Lulu on the Bridge'})-[:written_by]->(w2:`writer`)<-[:written_by]-(m2:`movie`)-[:starred_actors]->(a:`actor`) 
RETURN a  
",[],unmatched,
what genres do the films that share directors with [Shooter] fall under,Action|Thriller|Crime,3,what genres do the films that share directors with [] fall under,"
MATCH (g:`genre`)<-[:has_genre]-(m:`movie`)-[:directed_by]->(:`director`)<-[:directed_by]-(m2:`movie` {name: 'Shooter'}) 
WHERE m <> m2 
RETURN g LIMIT 200
","[{'g': 'Crime'}, {'g': 'Action'}, {'g': 'Crime'}, {'g': 'Crime'}, {'g': 'Action'}, {'g': 'Crime'}, {'g': 'Thriller'}, {'g': 'Thriller'}, {'g': 'Action'}]",matched,
who wrote films that share directors with the film [Step Up],Aline Brosh McKenna|Dan Fogelman,3,who wrote films that share directors with the film [],"
MATCH (w:`writer`)<-[:written_by]-(m:`movie`)-[:directed_by]->(:`director`)<-[:directed_by]-(m2:`movie` {name: 'Step Up'}) 
WHERE m <> m2 
RETURN w LIMIT 200
","[{'w': 'Aline Brosh McKenna'}, {'w': 'Dan Fogelman'}]",matched,
what were the release dates of films starred by actors in [Gosford Park],1928|1986|1987|1984|1985|1969|1981|1965|1988|2015|2014|2011|2010|2013|2012|1978|1948|1952|1992|1995|1994|1997|1996|1999|1974|1973|2002|2003|2006|2005|2008|2009,3,what were the release dates of films starred by actors in [],"
MATCH (yr:`year`)<-[:release_year]-(m:`movie`)-[:starred_actors]->(:`actor`)<-[:starred_actors]-(m2:`movie` {name: 'Gosford Park'}) 
WHERE m <> m2 
RETURN m.name, yr LIMIT 200
","[{'m.name': 'Man to Man', 'yr': '2005'}, {'m.name': 'A Handful of Dust', 'yr': '1988'}, {'m.name': 'Bitter Moon', 'yr': '1992'}, {'m.name': 'The Valet', 'yr': '2006'}, {'m.name': 'The Confessional', 'yr': '1995'}, {'m.name': 'Easy Virtue', 'yr': '2008'}, {'m.name': 'Easy Virtue', 'yr': '1928'}, {'m.name': 'The Woman in the Fifth', 'yr': '2011'}, {'m.name': 'An Unforgettable Summer', 'yr': '1994'}, {'m.name': 'Love Crime', 'yr': '2010'}, {'m.name': 'Leaving', 'yr': '2009'}, {'m.name': 'Random Hearts', 'yr': '1999'}, {'m.name': 'Only God Forgives', 'yr': '2013'}, {'m.name': 'Under the Cherry Moon', 'yr': '1986'}, {'m.name': 'Bel Ami', 'yr': '2012'}, {'m.name': 'Keeping Mum', 'yr': '2005'}, {'m.name': 'Young Cassidy', 'yr': '1965'}, {'m.name': 'The Prime of Miss Jean Brodie', 'yr': '1969'}, {'m.name': 'A Private Function', 'yr': '1984'}, {'m.name': 'Sister Act', 'yr': '1992'}, {'m.name': 'The First Wives Club', 'yr': '1996'}, {'m.name': 'Quartet', 'yr': '1948'}, {'m.name': 'Quartet', 'yr': '1981'}, {'m.name': 'Quartet', 'yr': '2012'}, {'m.name': 'California Suite', 'yr': '1978'}, {'m.name': 'The Second Best Exotic Marigold Hotel', 'yr': '2015'}, {'m.name': 'My House in Umbria', 'yr': '2003'}, {'m.name': 'Othello', 'yr': '1952'}, {'m.name': 'Othello', 'yr': '1995'}, {'m.name': 'Othello', 'yr': '1965'}, {'m.name': 'From Time to Time', 'yr': '2009'}, {'m.name': 'My Old Lady', 'yr': '2014'}, {'m.name': 'Keeping Mum', 'yr': '2005'}, {'m.name': 'The Lonely Passion of Judith Hearne', 'yr': '1987'}, {'m.name': 'Love and Pain and the Whole Damn Thing', 'yr': '1973'}, {'m.name': 'Turtle Diary', 'yr': '1985'}, {'m.name': 'Sleepy Hollow', 'yr': '1999'}, {'m.name': 'Path to War', 'yr': '2002'}, {'m.name': 'The Innocent Sleep', 'yr': '1996'}, {'m.name': 'Page Eight', 'yr': '2011'}, {'m.name': 'Toys', 'yr': '1992'}, {'m.name': 'The Gambler', 'yr': '1997'}, {'m.name': 'The Gambler', 'yr': '1974'}, {'m.name': 'Open Range', 'yr': '2003'}, {'m.name': 'Common', 'yr': '2014'}]",matched,
what genres are the movies written by [Back in the Saddle] writers,Drama|Thriller,3,what genres are the movies written by [] writers,"
MATCH (w:`writer`)<-[:written_by]-(m:`movie` {name: 'Back in the Saddle'})-[:has_genre]->(g:`genre`) RETURN g  
","[{'g': 'Western'}, {'g': 'Western'}]",unmatched,
when did the films release whose actors also appear in the film [Bulletproof Monk],2002|2003|2000|2001|2007|2008|2011,3,when did the films release whose actors also appear in the film [],"
MATCH (y:`year`)<-[:release_year]-(m:`movie`)-[:starred_actors]->(:`actor`)<-[:starred_actors]-(m2:`movie` {name: 'Bulletproof Monk'}) 
WHERE m <> m2 
RETURN y LIMIT 200
","[{'y': '2007'}, {'y': '2008'}, {'y': '2007'}, {'y': '2003'}, {'y': '2001'}, {'y': '2008'}, {'y': '2000'}, {'y': '2002'}, {'y': '2011'}]",matched,
what are the languages spoken in the films written by [Stop Making Sense] screenwriters,French|English,3,what are the languages spoken in the films written by [] screenwriters,"
MATCH (w:`writer`)<-[:written_by]-(m:`movie` {name: 'Stop Making Sense'})-[:in_language]->(l:`language`)
RETURN l  
",[],unmatched,
what genres are the movies starred by [My House in Umbria] actors,Drama|Mystery|Comedy|Music|Adventure,3,what genres are the movies starred by [] actors,"
MATCH (g:`genre`)<-[:has_genre]-(m:`movie`)-[:starred_actors]->(:`actor`)<-[:starred_actors]-(m2:`movie` {name: 'My House in Umbria'}) 
RETURN g LIMIT 200
","[{'g': 'Drama'}, {'g': 'Drama'}, {'g': 'Comedy'}, {'g': 'Music'}, {'g': 'Comedy'}, {'g': 'Comedy'}, {'g': 'Mystery'}, {'g': 'Comedy'}, {'g': 'Drama'}, {'g': 'Comedy'}, {'g': 'Comedy'}, {'g': 'Drama'}, {'g': 'Drama'}, {'g': 'Adventure'}, {'g': 'Comedy'}, {'g': 'Drama'}, {'g': 'Comedy'}, {'g': 'Drama'}, {'g': 'Drama'}]",matched,
when did the films directed by the [La Jetée] director release,1985|1983|1997,3,when did the films directed by the [] director release,,[],error,"Traceback (most recent call last):
  File ""C:\Users\milishah\AppData\Local\Temp\ipykernel_21348\1793241463.py"", line 8, in _correct_row
    row[""neo4j_response""] = query_neo4j_with_cypher(row[""cypher""], None, KG)
                            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""c:\Users\milishah\projects\AS.Explorations\cypher-generation\prepare_evaluation_metaqa.py"", line 82, in query_neo4j_with_cypher
    parsed_neo4j_response = parse_neo4j_response_dict5(neo4j_response)
                            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""c:\Users\milishah\projects\AS.Explorations\cypher-generation\neo4j_processors\neo4j_parsers.py"", line 157, in parse_neo4j_response_dict5
    for record in response:
TypeError: 'NoneType' object is not iterable
"
