question,answer,nhops,base_question,cypher,neo4j_response,evaluation,evaluation_error
when did the movies acted by [Michael Jackson] release,1986|1988|1978,2,when did the movies acted by [] release,"
MATCH (mjActor:`actor`)<-[:starred_actors]-(movie:`movie`) 
MATCH (movie:`movie`)-[:release_year]->(year:`year`) 
WHERE toLower(mjActor.name)='michael jackson' 
RETURN movie.name, year LIMIT 200
","[{'movie.name': 'The Wiz', 'year': '1978'}, {'movie.name': 'Moonwalker', 'year': '1988'}, {'movie.name': 'Captain EO', 'year': '1986'}]",matched,
the actor [Michelle Borth] appeared in the same movie with who,Leslie Bibb|Jason Sudeikis|Lake Bell,2,the actor [] appeared in the same movie with who,"
MATCH (michelle:`actor`)<-[:starred_actors]-(movie:`movie`) 
MATCH (movie:`movie`)-[:starred_actors]->(otherActor:`actor`) 
WHERE toLower(michelle.name)='michelle borth' 
AND michelle <> otherActor 
RETURN otherActor  
","[{'otherActor': 'Lake Bell'}, {'otherActor': 'Leslie Bibb'}, {'otherActor': 'Jason Sudeikis'}]",matched,
what are the primary languages in the films acted by [Massimo Serato],Italian,2,what are the primary languages in the films acted by [],"
MATCH (massimoActor:`actor`)<-[:starred_actors]-(movie:`movie`) 
MATCH (movie:`movie`)-[:in_language]->(language:`language`) 
WHERE toLower(massimoActor.name)='massimo serato' 
RETURN language LIMIT 200
",[{'language': 'Italian'}],matched,
the screenwriter [Murray Burnett] co-wrote films with who,Howard Koch|Philip G. Epstein|Joan Alison,2,the screenwriter [] co-wrote films with who,"
MATCH (murray:`writer`)<-[:written_by]-(movie:`movie`)-[:written_by]->(coWriter:`writer`) 
WHERE toLower(murray.name)='murray burnett' 
AND murray <> coWriter 
RETURN coWriter  
","[{'coWriter': 'Joan Alison'}, {'coWriter': 'Howard Koch'}, {'coWriter': 'Philip G. Epstein'}]",matched,
when were the films written by [Daryl Goldberg] released,2007,2,when were the films written by [] released,"
MATCH (darylWriter:`writer`)<-[:written_by]-(movie:`movie`) 
MATCH (movie:`movie`)-[:release_year]->(year:`year`) 
WHERE toLower(darylWriter.name)='daryl goldberg' 
RETURN movie.name, year  
","[{'movie.name': 'Unholy', 'year': '2007'}]",matched,
what were the release dates of [Hal Fimberg] written movies,1966,2,what were the release dates of [] written movies,"
MATCH (halWriter:`writer`)<-[:written_by]-(movie:`movie`) 
MATCH (movie:`movie`)-[:release_year]->(year:`year`) 
WHERE toLower(halWriter.name)='hal fimberg' 
RETURN movie.name as Movie, year.name as Release_Year LIMIT 200
","[{'Movie': 'Our Man Flint', 'Release_Year': '1966'}]",matched,
what genres do the films starred by [Hugo Weaving] fall under,Drama|Action|Comedy|Music|Thriller,2,what genres do the films starred by [] fall under,"
MATCH (hugoActor:`actor`)<-[:starred_actors]-(movie:`movie`) 
MATCH (movie:`movie`)-[:has_genre]->(genre:`genre`) 
WHERE toLower(hugoActor.name)='hugo weaving' 
RETURN genre LIMIT 200
","[{'genre': 'Thriller'}, {'genre': 'Action'}, {'genre': 'Comedy'}, {'genre': 'Drama'}, {'genre': 'Action'}, {'genre': 'Drama'}, {'genre': 'Drama'}, {'genre': 'Thriller'}, {'genre': 'Action'}, {'genre': 'Music'}, {'genre': 'Comedy'}]",matched,
what genres are the films written by [Benno Vigny] in,Drama|Romance,2,what genres are the films written by [] in,"
MATCH (bennoWriter:`writer`)<-[:written_by]-(movie:`movie`) 
MATCH (movie:`movie`)-[:has_genre]->(genre:`genre`) 
WHERE toLower(bennoWriter.name)='benno vigny' 
RETURN genre LIMIT 200
","[{'genre': 'Drama'}, {'genre': 'Romance'}]",matched,
which movies have the same screenwriter of [Squirm],Blue Sunshine|Just Before Dawn|Satan's Little Helper,2,which movies have the same screenwriter of [],"
MATCH (squirmMovie:`movie`)-[:written_by]->(screenwriter:`writer`) 
MATCH (screenwriter:`writer`)<-[:written_by]-(otherMovie:`movie`) 
WHERE toLower(squirmMovie.name)='squirm' 
AND squirmMovie <> otherMovie 
RETURN otherMovie LIMIT 200
","[{'otherMovie': 'Blue Sunshine'}, {'otherMovie': ""Satan's Little Helper""}, {'otherMovie': 'Just Before Dawn'}]",matched,
the movies starred by [Irene Miracle] were directed by who,Alan Parker|Roy Ward Baker|Dario Argento,2,the movies starred by [] were directed by who,"
MATCH (ireneActor:`actor`)<-[:starred_actors]-(movie:`movie`) 
MATCH (movie:`movie`)-[:directed_by]->(director:`director`) 
WHERE toLower(ireneActor.name)='irene miracle' 
RETURN director LIMIT 200
","[{'director': 'Roy Ward Baker'}, {'director': 'Dario Argento'}, {'director': 'Alan Parker'}]",matched,
when did the films directed by [Dan Milner] release,1957,2,when did the films directed by [] release,"
MATCH (danDirector:`director`)<-[:directed_by]-(movie:`movie`) 
MATCH (movie:`movie`)-[:release_year]->(year:`year`) 
WHERE toLower(danDirector.name)='dan milner' 
RETURN movie.name, year LIMIT 200
","[{'movie.name': 'From Hell It Came', 'year': '1957'}]",matched,
what are the genres of the movies written by [Alex Gregory],Comedy,2,what are the genres of the movies written by [],"
MATCH (alexWriter:`writer`)<-[:written_by]-(movie:`movie`) 
MATCH (movie:`movie`)-[:has_genre]->(genre:`genre`) 
WHERE toLower(alexWriter.name)='alex gregory' 
RETURN genre LIMIT 200
",[{'genre': 'Comedy'}],matched,
the films directed by [Michael Roesch] were in which genres,Horror,2,the films directed by [] were in which genres,"
MATCH (michaelDirector:`director`)<-[:directed_by]-(movie:`movie`) 
MATCH (movie:`movie`)-[:has_genre]->(genre:`genre`) 
WHERE toLower(michaelDirector.name)='michael roesch' 
RETURN genre LIMIT 200
",[{'genre': 'Horror'}],matched,
which films share the screenwriter with [Watching the Detectives],Super Troopers,2,which films share the screenwriter with [],"
MATCH (watchingMovie:`movie`)-[:written_by]->(screenwriter:`writer`) 
MATCH (screenwriter:`writer`)<-[:written_by]-(otherMovie:`movie`) 
WHERE toLower(watchingMovie.name)='watching the detectives' 
AND watchingMovie <> otherMovie 
RETURN otherMovie LIMIT 200
",[{'otherMovie': 'Super Troopers'}],matched,
what were the release dates of [Martin Zandvliet] written films,2011|2012,2,what were the release dates of [] written films,"
MATCH (martinWriter:`writer`)<-[:written_by]-(movie:`movie`) 
MATCH (movie:`movie`)-[:release_year]->(year:`year`) 
WHERE toLower(martinWriter.name)='martin zandvliet' 
RETURN movie.name, year LIMIT 200
","[{'movie.name': 'Teddy Bear', 'year': '2012'}, {'movie.name': 'A Funny Man', 'year': '2011'}]",matched,
the movies directed by [Mikael Håfström] were in which languages,Swedish|Hindi,2,the movies directed by [] were in which languages,"
MATCH (mikaelDirector:`director`)<-[:directed_by]-(movie:`movie`) 
MATCH (movie:`movie`)-[:in_language]->(language:`language`) 
WHERE toLower(mikaelDirector.name)='mikael håfström' 
RETURN language LIMIT 200
","[{'language': 'Swedish'}, {'language': 'Hindi'}]",matched,
the director [Nils Gaup] co-directed movies with who,Marcus Nispel,2,the director [] co-directed movies with who,"
MATCH (nilsDirector:`director`)<-[:directed_by]-(movie:`movie`)-[:directed_by]->(coDirector:`director`) 
WHERE toLower(nilsDirector.name)='nils gaup' 
AND nilsDirector <> coDirector 
RETURN coDirector LIMIT 200
",[{'coDirector': 'Marcus Nispel'}],matched,
who wrote films together with [Gary Ross],Billy Ray|Suzanne Collins|Anne Spielberg,2,who wrote films together with [],"
MATCH (garyRoss:`writer`)<-[:written_by]-(movie:`movie`) 
MATCH (movie:`movie`)-[:written_by]->(otherWriter:`writer`) 
WHERE toLower(garyRoss.name)='gary ross' 
AND garyRoss <> otherWriter 
RETURN otherWriter LIMIT 200
","[{'otherWriter': 'Suzanne Collins'}, {'otherWriter': 'Billy Ray'}, {'otherWriter': 'Anne Spielberg'}]",matched,
who are the actors in the films written by [Paul Gross],Molly Parker,2,who are the actors in the films written by [],"
MATCH (paulWriter:`writer`)<-[:written_by]-(movie:`movie`) 
MATCH (movie:`movie`)-[:starred_actors]->(actor:`actor`) 
WHERE toLower(paulWriter.name)='paul gross' 
RETURN actor  
","[{'actor': 'Paul Gross'}, {'actor': 'Molly Parker'}, {'actor': 'Paul Gross'}]",matched,
the actor in [What's the Matter with Helen?] also appears in which films,"The Singing Nun|The Mating Game|Déjà Vu|The Chapman Report|Next Stop, Greenwich Village|Athena|Bundle of Joy|The Unsinkable Molly Brown|He Ran All the Way|Elvis|Susan Slept Here|The Christmas Wish|The Second Time Around|Divorce American Style|Goodbye Charlie|Tammy and the Bachelor|The Rat Race|Tentacles|The Night of the Hunter|The Tender Trap|Winchester '73|Heavy|Wild in the Streets|Bloody Mama|Lolita|The Catered Affair|The Diary of Anne Frank|A Place in the Sun|A Patch of Blue|Singin' in the Rain",2,the actor in [] also appears in which films,"
MATCH (helenMovie:`movie`)-[:starred_actors]->(actor:`actor`) 
MATCH (actor:`actor`)<-[:starred_actors]-(otherMovie:`movie`) 
WHERE toLower(helenMovie.name)=""what's the matter with helen?"" 
AND helenMovie <> otherMovie 
RETURN otherMovie LIMIT 200
","[{'otherMovie': 'Athena'}, {'otherMovie': 'Tammy and the Bachelor'}, {'otherMovie': 'The Second Time Around'}, {'otherMovie': 'The Tender Trap'}, {'otherMovie': 'The Christmas Wish'}, {'otherMovie': 'The Singing Nun'}, {'otherMovie': 'The Catered Affair'}, {'otherMovie': 'The Mating Game'}, {'otherMovie': 'Divorce American Style'}, {'otherMovie': 'Susan Slept Here'}, {'otherMovie': ""Singin' in the Rain""}, {'otherMovie': 'The Unsinkable Molly Brown'}, {'otherMovie': 'Bundle of Joy'}, {'otherMovie': 'Goodbye Charlie'}, {'otherMovie': 'The Rat Race'}, {'otherMovie': 'Heavy'}, {'otherMovie': 'Next Stop, Greenwich Village'}, {'otherMovie': 'Elvis'}, {'otherMovie': 'Tentacles'}, {'otherMovie': 'Bloody Mama'}, {'otherMovie': 'A Patch of Blue'}, {'otherMovie': 'The Diary of Anne Frank'}, {'otherMovie': 'Lolita'}, {'otherMovie': 'A Place in the Sun'}, {'otherMovie': 'The Chapman Report'}, {'otherMovie': 'He Ran All the Way'}, {'otherMovie': 'Wild in the Streets'}, {'otherMovie': 'Déjà Vu'}, {'otherMovie': ""Winchester '73""}, {'otherMovie': 'The Night of the Hunter'}]",matched,
the films written by [Myron Brinig] were directed by who,Anatole Litvak,2,the films written by [] were directed by who,"
MATCH (myronWriter:`writer`)<-[:written_by]-(movie:`movie`) 
MATCH (movie:`movie`)-[:directed_by]->(director:`director`) 
WHERE toLower(myronWriter.name)='myron brinig' 
RETURN director  
",[{'director': 'Anatole Litvak'}],matched,
who are the actors of the screenwriter [Valerio Zurlini],Helmut Griem|Philippe Noiret|Giuliano Gemma|Vittorio Gassman,2,who are the actors of the screenwriter [],"
MATCH (valerioWriter:`writer`)<-[:written_by]-(movie:`movie`) 
MATCH (movie:`movie`)-[:starred_actors]->(actor:`actor`) 
WHERE toLower(valerioWriter.name)='valerio zurlini' 
RETURN actor LIMIT 200
","[{'actor': 'Giuliano Gemma'}, {'actor': 'Vittorio Gassman'}, {'actor': 'Helmut Griem'}, {'actor': 'Philippe Noiret'}]",matched,
who starred movies for the director [M. Night Shyamalan],Bryce Dallas Howard|Abigail Breslin|Joaquin Phoenix|Will Smith|Dana Delany|Samuel L. Jackson|Jackson Rathbone|Denis Leary|Bruce Willis|Mel Gibson|Jaden Smith|Nicola Peltz|Dev Patel|Rory Culkin|Haley Joel Osment|Joseph Cross|Noah Ringer|Paul Giamatti,2,who starred movies for the director [],"
MATCH (shyamalanDirector:`director`)<-[:directed_by]-(movie:`movie`) 
MATCH (movie:`movie`)-[:starred_actors]->(actor:`actor`) 
WHERE toLower(shyamalanDirector.name)='m. night shyamalan' 
RETURN actor LIMIT 200
","[{'actor': 'Haley Joel Osment'}, {'actor': 'Bruce Willis'}, {'actor': 'Jaden Smith'}, {'actor': 'Will Smith'}, {'actor': 'Bryce Dallas Howard'}, {'actor': 'Paul Giamatti'}, {'actor': 'Samuel L. Jackson'}, {'actor': 'Bruce Willis'}, {'actor': 'Noah Ringer'}, {'actor': 'Jackson Rathbone'}, {'actor': 'Nicola Peltz'}, {'actor': 'Dev Patel'}, {'actor': 'Rory Culkin'}, {'actor': 'Abigail Breslin'}, {'actor': 'Joaquin Phoenix'}, {'actor': 'Mel Gibson'}, {'actor': 'Joseph Cross'}, {'actor': 'Dana Delany'}, {'actor': 'Denis Leary'}]",matched,
which movies share the screenwriter with [The Princess of Montpensier],Life and Nothing But|A Sunday in the Country|Safe Conduct|The Judge and the Assassin|It All Starts Today|Death Watch,2,which movies share the screenwriter with [],"
MATCH (princessMovie:`movie`)-[:written_by]->(screenwriter:`writer`) 
MATCH (screenwriter:`writer`)<-[:written_by]-(otherMovie:`movie`) 
WHERE toLower(princessMovie.name)='the princess of montpensier' 
AND princessMovie <> otherMovie 
RETURN otherMovie LIMIT 200
","[{'otherMovie': 'It All Starts Today'}, {'otherMovie': 'Life and Nothing But'}, {'otherMovie': 'A Sunday in the Country'}, {'otherMovie': 'Death Watch'}, {'otherMovie': 'Safe Conduct'}, {'otherMovie': 'The Judge and the Assassin'}]",matched,
the actor [Oyanka Cabezas] is a co-star of who,Robert Carlyle,2,the actor [] is a co-star of who,"
MATCH (oyanka:`actor`)<-[:starred_actors]-(movie:`movie`) 
MATCH (movie:`movie`)-[:starred_actors]->(coStar:`actor`) 
WHERE toLower(oyanka.name)='oyanka cabezas' 
AND oyanka <> coStar 
RETURN coStar LIMIT 200
",[{'coStar': 'Robert Carlyle'}],matched,
the movies directed by [Louis Morneau] were in which genres,Action|Horror|Adventure|Thriller,2,the movies directed by [] were in which genres,"
MATCH (louisDirector:`director`)<-[:directed_by]-(movie:`movie`) 
MATCH (movie:`movie`)-[:has_genre]->(genre:`genre`) 
WHERE toLower(louisDirector.name)='louis morneau' 
RETURN genre LIMIT 200
","[{'genre': 'Horror'}, {'genre': 'Thriller'}, {'genre': 'Adventure'}, {'genre': 'Action'}]",matched,
what were the release years of the movies acted by [Stephen Elliott],1987,2,what were the release years of the movies acted by [],"
MATCH (stephenActor:`actor`)<-[:starred_actors]-(movie:`movie`) 
MATCH (movie:`movie`)-[:release_year]->(year:`year`) 
WHERE toLower(stephenActor.name)='stephen elliott' 
RETURN year LIMIT 200
",[{'year': '1987'}],matched,
which person wrote the movies starred by [Ollie Johnston],Theodore Thomas,2,which person wrote the movies starred by [],"
MATCH (ollieActor:`actor`)<-[:starred_actors]-(movie:`movie`) 
MATCH (movie:`movie`)-[:written_by]->(writer:`writer`) 
WHERE toLower(ollieActor.name)='ollie johnston' 
RETURN writer LIMIT 200
",[{'writer': 'Theodore Thomas'}],matched,
when did the films starred by [Abhishek Bachchan] release,1987|2002|2003|2007|2004|2005|2014|2008|2009,2,when did the films starred by [] release,"
MATCH (abhishekActor:`actor`)<-[:starred_actors]-(movie:`movie`) 
MATCH (movie:`movie`)-[:release_year]->(year:`year`) 
WHERE toLower(abhishekActor.name)='abhishek bachchan' 
RETURN movie.name, year LIMIT 200
","[{'movie.name': 'Dhoom', 'year': '2004'}, {'movie.name': 'Happy New Year', 'year': '2014'}, {'movie.name': 'Happy New Year', 'year': '1987'}, {'movie.name': 'Delhi-6', 'year': '2009'}, {'movie.name': 'Main Prem Ki Diwani Hoon', 'year': '2003'}, {'movie.name': 'Om Jai Jagadish', 'year': '2002'}, {'movie.name': 'Bunty Aur Babli', 'year': '2005'}, {'movie.name': 'Drona', 'year': '2008'}, {'movie.name': 'Guru', 'year': '2007'}]",matched,
who is listed as screenwriter of [Albert Pyun] directed films,Ed Naha|Joe Simon|Charles Band|Jack Kirby,2,who is listed as screenwriter of [] directed films,"
MATCH (albertDirector:`director`)<-[:directed_by]-(movie:`movie`) 
MATCH (movie:`movie`)-[:written_by]->(screenwriter:`writer`) 
WHERE toLower(albertDirector.name)='albert pyun' 
RETURN screenwriter LIMIT 200
","[{'screenwriter': 'Charles Band'}, {'screenwriter': 'Albert Pyun'}, {'screenwriter': 'Joe Simon'}, {'screenwriter': 'Jack Kirby'}, {'screenwriter': 'Albert Pyun'}, {'screenwriter': 'Ed Naha'}, {'screenwriter': 'Albert Pyun'}, {'screenwriter': 'Albert Pyun'}]",matched,
what were the release years of the movies directed by [Jason Carvey],2006,2,what were the release years of the movies directed by [],"
MATCH (jasonDirector:`director`)<-[:directed_by]-(movie:`movie`) 
MATCH (movie:`movie`)-[:release_year]->(year:`year`) 
WHERE toLower(jasonDirector.name)='jason carvey' 
RETURN year LIMIT 200
",[{'year': '2006'}],matched,
the director [Archie Mayo] co-directed films with who,Fritz Lang|John Ford|Gregory Nava,2,the director [] co-directed films with who,"
MATCH (archieDirector:`director`)<-[:directed_by]-(movie:`movie`)-[:directed_by]->(coDirector:`director`) 
WHERE toLower(archieDirector.name)='archie mayo' 
AND archieDirector <> coDirector 
RETURN coDirector LIMIT 200
","[{'coDirector': 'John Ford'}, {'coDirector': 'Gregory Nava'}, {'coDirector': 'Fritz Lang'}]",matched,
what are the languages spoken in the films directed by [Ruben Östlund],Swedish,2,what are the languages spoken in the films directed by [],"
MATCH (rubenDirector:`director`)<-[:directed_by]-(movie:`movie`) 
MATCH (movie:`movie`)-[:in_language]->(language:`language`) 
WHERE toLower(rubenDirector.name)='ruben östlund' 
RETURN language LIMIT 200
","[{'language': 'Swedish'}, {'language': 'Swedish'}, {'language': 'Swedish'}]",matched,
which person directed the movies written by [Steve Gordon],Jason Winer,2,which person directed the movies written by [],"
MATCH (steveWriter:`writer`)<-[:written_by]-(movie:`movie`) 
MATCH (movie:`movie`)-[:directed_by]->(director:`director`) 
WHERE toLower(steveWriter.name)='steve gordon' 
RETURN director LIMIT 200
","[{'director': 'Jason Winer'}, {'director': 'Steve Gordon'}]",matched,
which screenwriters co-wrote films with [Pierre Jolivet],Simon Michaël,2,which screenwriters co-wrote films with [],"
MATCH (pierreWriter:`writer`)<-[:written_by]-(movie:`movie`) 
MATCH (movie:`movie`)-[:written_by]->(coWriter:`writer`) 
WHERE toLower(pierreWriter.name)='pierre jolivet' 
AND pierreWriter <> coWriter 
RETURN coWriter  
",[{'coWriter': 'Simon Michaël'}],matched,
who are the writers of the films directed by [Adam McKay],Will Ferrell|John C. Reilly,2,who are the writers of the films directed by [],"
MATCH (adamDirector:`director`)<-[:directed_by]-(movie:`movie`) 
MATCH (movie:`movie`)-[:written_by]->(writer:`writer`) 
WHERE toLower(adamDirector.name)='adam mckay' 
RETURN writer LIMIT 200
","[{'writer': 'John C. Reilly'}, {'writer': 'Will Ferrell'}, {'writer': 'Adam McKay'}, {'writer': 'Adam McKay'}]",matched,
[Jørgen Leth] directed films together with who,Lars von Trier,2,[] directed films together with who,"
MATCH (jorgenDirector:`director`)<-[:directed_by]-(movie:`movie`) 
MATCH (movie:`movie`)-[:directed_by]->(otherDirector:`director`) 
WHERE toLower(jorgenDirector.name)='jørgen leth' 
AND jorgenDirector <> otherDirector 
RETURN otherDirector LIMIT 200
",[{'otherDirector': 'Lars von Trier'}],matched,
